id	text	polarity
278	yeni yila hic bir sevdigimi arayamayarak muthis bi giris yapmami sagladiginiz icin tesekkurler. Acin artik hattimi ltf. Opt. Bye.	negative
279	herseyleri problem. modem iade edecegiz. timlerde geziyoruz. onun sifresi yok bunun bilmemne elemani yok. olum resmen. #superonline	negative
280	Bu turkcell ve garantide kampanya manyağı bi takım adamlar var, sürekli cep ten mesaj, kardeşim daraldım yaaa, hayattan soğuttunuz beni	negative
281	gnctrkcll kullanabilsek iyiydi :)	positive
282	Bok gibi telefonsun blackberry! 2ay oldu hala Bis paketini gormeyen bi cihazsin turkcell care bulamadi teknik serviste.bi muhattap bile yok	negative
283	bana reklamınızı dinlemem için para ödettiniz, bunu unutmayacağım!  siz niye sesli mesajdan para alıyorsunuz?	negative
284	bide 4 çeker diyoya çekmiyo.vın almstm çekmedi geride almadilar.zorla iade ettm:-S	negative
285	ayni sorunu ayin yedisinde bildirmistim su an cozulmedi turkcell mobil tv uygulamasinda lig tv den mac izlerken ekran	negative
286	bende kazıkçı turkcell'liyim	negative
287	ufunett bastıı yine..keşkee turkcell olsann..Tarifeni değiştirsene sen yaa..=)	positive
288	"istanbulun her yerinde çeken telefonum ev sinirlarina girdigi vakit ""servis yok"" yazmasi çok ilginç !! birde 4 çekerdi turkcell hikayesin !!"	negative
289	Karamehmet'in her sektorde kalitesini yerlerde surundurmesinden dolayi kvk, digiturk, turkcell hepsi batsin gram uzulursem adam degilim...	negative
290	Superonline fiberoptik, daha iyisi yok Türkiye'de.	positive
291	"ÇAKMA İPHONE4'ÜM VAR TURKCELL 1GB TEL İNTERNETİM VAR SABAH AKŞAM BURADAYIM SÜPER NE LİMİT NE KESİNTİ ""SAĞOL ÇİN+TURKCELL""  EMEKLİĞE KIYAK!!"	positive
292	kubat lı turkcell reklamı nasıl mı? b.k gibi o kadar nefret ediyorum ki çıktığı gb kapatıyorum.. Syn Ciliv sen böle hatalar yapmazdın ama!	negative
293	abim iphone aldıktan sonra turkcell göçtüü :)) hala belini doğrultamadıı :))	negative
294	teşekkürleerr	positive
295	"""Gökdelende çekmiyormuş"" lafı Turkcell için doğru çıktı. Gazetede  zirt pirt kesiliyor.."	negative
296	hayat paylaşınca güzel lalalalalaalaaalaaaaa	positive
297	Bu aralar sadece beni düşünen tek turkcell var	positive
298	Benim anlamadığım otoparkın -4. katında canavar gibi çeken turkcell vınn, 19. kattaki evimde sürekli tekliyor. İlginç valla..	negative
299	3 sene önce Turkcell reklemi vardı 2 0 0 9 hazırız bekliyoruz diye:) ne çabuk gecmis, simdi de çabuk gecer umarimm	positive
300	Capital 500listesindeki HerBasarili 10 $irketten9'u bizimle çalisiyor TURKCELL...	positive
301	Bu Edge ile 3G arasinda hiz bakimindan neden hic fark yok?internet paketimden mi kaynakli acaba?	negative
302	Eee.. Ne demişler..  Etme çoluk çocukla muhabbet küstürürsün.. Silme  'le götünü kestirirsin :))	negative
303	Turkcell bu aralar nedense bana sık sık mesaj gönderiyor.	negative
304	MMS altyapisini zaten kurmustu, otobana benzetmem tasima Cap. Yuksek diye. Superonline ile fiberlerde kendinin. Ek maliyet 0.	positive
305	Çaylar hazır, poğaçalar sıcacık! Gazeteler de yanımızda! Ohhh miiiisss. Hayat paylaşınca güzel la lalalalalalala!	positive
306	Laaan turkcell kendi kendine mms lerimi yiyo sikicem busefer kavga etmicem	negative
307	Bu sacma sapan sinir bozucu reklam furyasi nedir ya?! Sahanli Turkcell, Bonus Card kafa reklami, Aytac... Iticisiniz!	negative
308	Sözlerin olmadığını ve lala laa laa la laa şeklinde söylediklerini düşün :) Bana Turkcell'i çağrıştırıyor işte :)	positive
309	bu aralar beynime silah dayayıp 'zbufgüm' efektiyle canıma kıyarsam, 'paylaşıncağağğağa çoğalan...' şeklindeki türksel reklamından olacak.	negative
310	Hayat paylaşınca güzel lalala lay laay la lay. Bir gün iyi oluyorsun, öteki gün melenkolik ruh halinde.	positive
311	Bloguma İstanbul'dan yorum bırakan Superonline müşterisi: Git kendinle kafa bul. Tabi bulman için kafa lazım, neyse..	negative
312	tcell= uç kaaat	negative
313	Ohaa Türkcell ve Vodofone İphone 4S fiyatlarını uçurmuş sanki	negative
314	la bu turkcell delikanlı bi hat olsa reklamlarını ali poyrazo seslendirmez zaten	negative
315	internetin hızı düşmüş  hay ben bu superonline'ın..	negative
316	Bi kere daha ttnet reklami gorursem bayilicam ilk firsatta superonline'a GERİ donuyorum	positive
317	İnovasyonda büyük ödül Turkcell'in	positive
318	""" En ucuz iPhone 4S fiyatını hangi operatör sunuyor?  ohasın"	negative
319	Kullanmadığım bis'in parasını alan Turkcell, senin taaaa mınakoyim	negative
320	vodafone mu :/ ama herkes turkcell	positive
321	o zaman turkcell'in yılbaşı öztürkcell reklamını izle iyice dumur ol, paralel evrendeki berbat bir turkcell'in reklamı sanki.	negative
322	Cep telefonu melodısı turkcell sarkısı olan adam mehmet emın karamehmetın oglu herhalde.	negative
323	Teşekkür ederim. Turkcell üzerinden internete bağlanırken sorun yaşadm da anlam veremedim.. Ama geçti.. Teşekkürlerr..	positive
324	goturun bizi gidelim vallaaa GNCTRKCLL	positive
325	Kendisi de bunu açıklamıştı Turkcell Teknoloji Zirvesinde.. Bizde terlikle bile işe gelirler demişti. Önemli olan mutluluğu.	positive
326	Mesajsa turkcell'dir. Arayansa annemdir. Çok yalnızım	negative
327	Bu Turkcell'de iyice uçtu amk Yok 20 yükle 120 al 40 yükle 400 al Hesaplamalarıma Göre 30Bin TL Yüklesem şirketi üstüme yapacaklar	negative
328	Bugün turkcell  mesaj atmadı.. Kesin başkası var... :'(	negative
329	#3kelimeyle2011 Benim kelimelerim: Nisantasinda Turkcell Cekmiyor!!!!	negative
330	sahan in oynadığı son Turkcell reklamına cok güldüm bsbdbdhdfnbzhgczzvzvzjddhdjdjzg	positive
331	Sanırım Turkcel bana asık bu satte bana 3 tane msj attı :D	negative
332	halbuki bunun tarife dışında extra ücretlendirildiği bildirilmeli gelen mesajda da bu tari dışında şeklinde bir ibare olarak	negative
333	Kahve dünyası ile yaptığınız kampanya süper hiç bitmesinnn:seviyorum seni turkcell):):)	positive
334	Turkcell yönetiminden biriyle konuştum bana kamu gibi alınıyor kararlar demişti...	negative
335	Siyavuspasa mah. yaprak sok.bahcelievler'de ki tum musterilerinizin hatlarinin sadece pencere yanlarinda cektigini biliyor musunuz	negative
336	Turkcell'i arayıp isyan edicem şimdi.bikere olsun faturamı gelmesi gerektiği gibi yollamıyolar !	negative
337	1'e 5 veren Turkcell kampanyasının yüzünün Serdar Ortaç olması hiç şaşırtıcı gelmedi nedense.	negative
338	kirmizidayim arammisin ulasamiooruz birbirimize malum turkcell cekmioo	negative
339	Millet hat degistirelim =) Numarasını Migrosda Turkcelle taşıyan veya yeni faturalı hat alana 50TL bedava alışveriş	positive
340	""" Bahçeşehir Univ Tesekkurler.. Türkiye ye Deger Katanlar Ödülü Turkcell CEO Sureyya Ciliv'e.."""	positive
341	Divandan dogum gunu pastasi gondermek! Valla sasirdim tesekkurler #turkcell :):)	positive
342	Kımle bu kadar konusuyorsam her ay turkcell kıtlıyoooooor!	negative
343	İptal etmek istersem, taahhüdüm başlamadan evvel ki kampanya fiyatlarını da dahil ederek 400 küsur lira bedel çıkartıyor. Çakal #Superonline	negative
344	İnovasyonda büyük ödül Turkcell'in - Kurumsal-	positive
345	Burdan GSM operatörlerine sesleniyorum. Sen turkcell ya sen vodafone sende avea. Vapurda artik telefonlar çeksin. You can easily realize.	negative
346	ya ben artık yorum yapmıyorum zaten Turkcell de msj atıp duruyo mercimek köftesi yapıcam ben cumartesiye hazırlanmam lazım :D	negative
347	Bir uzaylı gelse de Turkcell reklamlarını izlese, müşterilerine ay sonu kol gibi fatura göndermiyor da, her sabah öperek uyandırıyor sanır:)	negative
348	Koskoca tekirdağ'da turkcell şubesi bulamadım vay be	negative
349	turkcell partner 20 gunfur cvp vermiyor? oyalıyor? tv projem var neden ilgilenmiyorsunuz?	negative
350	bende turkcell kullanmıyorum ki... :))))	negative
351	:D kediyi getir gidelim türkcell bayiye :))	positive
352	İpeğimin Turkcell'e geçmesine en çok ben sevinmişimdir kesinlikle.Aykutdan daha çok hatta :D	positive
353	Doğum günüm için hediyelerim Turkcell'den Divan'dan pasta,Dominos'tan pizzaya indirim.Beni özel hissettiren başkaları olmalıydı sanki:)	positive
354	Apple Londra'da ürünü alır almaz mail göndermişti.  in çağrı mrk. arayinca SMS geldi,bizi ücretsiz arayıp bizi değerlindir	positive
355	basarili gordum seni:)))  paylasinca guzel diyorum o zmnn :)))	positive
356	İnternet paketimin bytelari yerinde sayıyor insallah turkcell sonunda öpmez beni :)	negative
357	gerzekalı :D turkcell cekmıo babaannemde	negative
358	corlu merkez hastane caddesi 3g yok. Turkcell cekim gücü sadece reklamlarda var	negative
359	"in iphone 4s sloganı cok amotrce olmus:""Bugune kadar yapılmıs en iyi Iphone"":)"	negative
360	o değilde turkcell bu ay ki 250 dakikamın üstüne yattı sanırım:/	negative
361	O ses Turkcell geri sayim basladi, elemelerde son 5:) sira geliyor:)	positive
362	Yarin kendime turksel hat sey aldircaem, onu veririm sana	positive
363	hayat paylaşınca güzel la la laaa laa laaa la laaa ((:	positive
364	Turkcell kendini aşmış	positive
365	'e yasattigimiz super musteri deneyimi icin onurlu ve gururluyuz. ( Turkcell Superonline)	positive
366	hahahahaha bnm arkadaslarim var ben seni vodafone da ise sokarim :) bosver trcell i :)	negative
367	:D Turkcell ile saygı çerçevesinde ve çok düzeyli bir dostluğumuz var bana yapamazlar öyle bişey :D	positive
368	turkcell den alicam ariycaklardi sozde hala aramadilar amuhagoyim	negative
369	ınternet paketım bıtmek uzere ya 1 ay bıle olmadı turkcell allah belanı versın	negative
370	zaten iletişim kalitesi çok kötü. Ben hiç memnun kalmadım Avea dan. Türkcell pahalı hizmet iyi	positive
371	"Musteri hizmetlerine baglanirken 1730264 kere ""Turkcell beni sesimden tanir"" dedirttiler. Kafayi yemis bunlar demedi demeyin."	negative
372	#hayattansogutanseyler uykunun en guzel yerinde Turkcell'den mesaj gelmesi.	negative
373	%98.2 oraninda kapsama alani olan Turkcell, kapsama alani olmayan o %1.8 lik alana denk gelmekkk  nedir ya :/	negative
374	O degilde türkcell hala beni bulupta 10 saniyede bir tweet atmadi bana bir aksilik var bu iste	negative
375	İyiki 20 mb net paketim kaldı, yollamadığın mesaj kalmadı turkcell	negative
376	ipohe 4 üm ile alakalı TURKCELL ve GENPA ile büyük sıkıntılarım var. nasıl çözüm bulabiliriz?	negative
377	3-4 gün önce kontör yükledim  turkcell ogünden beri 25tane mesaj attı !!!!111!!1!1!!!!	negative
378	iPhone 4S kampanyan çok pahalı be Turkcell'im. Bi' kerede demediniz ki al ibocum hep hediye dağıtıyoruz buda bizden sana diye :(	negative
379	Pahalı dedim, dışarıdan almak lazım dedim ama olmadı... Kayıtla uğraşacağıma Turkcell'den istedim 4S'i. Keşke 12 aylık seçenek de sunsalar..	positive
380	// 4 ay önce aldığım telefonum sonunda bozuldu... Bu kadar dayanması bile mucize... Teşekkürler Turkcell!!!	negative
381	TAVSİYE: iphonedan kullanilan online islemlerin icinde superonline bilgilerimizde olsa daha faydali olur.	positive
382	internet o kadar yavaş ki premium account'dan download yaptığım halde free user'dan bi farkım yok resmen #superonline	negative
383	su I phone 4 s icin 12 ay taahhut yapsaniz yilbasi bizim icin daha da guzel gecicek :D Avea bile yapmis utandim :D	negative
384	superonline mesela :) evet onda da soru oldu ama ttnet kadar insanı baymıyor	positive
385	#turkcell #avea Ariköy sitesi akkavak sokak no 11 uskumruköy sariyer'de telefon cekmiyo, 1 aydir ariyorum sizi bi vericiyi tamir edemediniz	negative
386	"Metroda bile çektiğini söyleyen Turkcell'e çıkıp ""Hacı hangi metroysa o söyle bizde binelim."" demek istiyorum."	negative
387	hayat paylaşınca güzel lalalalalalalalalal :D	positive
388	mesaj yollamiyor su an, sorun mu var acaba?	negative
389	turkcell muzikten 50 sarki hediye mesaji fake mi? Emin olamadim durduk yere niye hediye yollasin Turkcell diye...	negative
390	iPhone 4S Reklamında Sadece Kameraya Dikkat Çekmesi,Sanki iPhone Başka bir işe yaramıyormuş havası veriyor.Beceriksiz bi reklam	negative
391	Sayın  1. Neden web siten mobile uyumlu değil? 2. Neden bana indirimli 1gb internet paketini tanımlamadın? Ayrımcılık değil mi bu?	negative
392	cep telefonum su an ulasilmaz durumda.kendi capinda kapandi.Nedeni belli diil.Turkcell acik diyor ama kendisi tcelli bile takmiyorr!!	negative
393	ekonomik mı ya soydunuz soğana çevirdiniz doymadınız	negative
394	ama turkcell yaa selocan falan çok şiirn çocuklar guduuuuu desem yinemi olmaz :D	positive
395	#simdikiaklimla  tim 'den taahhütlü cihaz almazdım...	negative
396	OÇ turkcell	negative
397	Bu turkcell niye böyle orospu çocuğu...	negative
398	Bu  hesabini ergenler mi yonetiyordur nedir, kurumsal kimlik falan nerede?!	negative
399	superonline'ın yüksek hızlı internetini bağlattır TTnetten uzak dur	positive
400	Cocacola'nın yeni reklamı her zamanki gibi güzel olmuş. Turkcell'den taklit etmesini bekliyorum. Yakında izleriz.	negative
401	#turkcellprotesto olm turkcell  e mesaj hakkkı veren yerlerine sokayım senin	negative
402	2 Gundur ne TV yayını var ne de internet :( Turkcell mobil internet olmasa ne yapardım acaba :/ 	positive
403	10000 SMS'e yine zam geliyormuş. Bence herkes net paketi yapsın WA'da takılalım Turkcell işi abarttı.	negative
404	Dudullu'nun gobeginde #turkcell edge ile baglaniyor, 4 ceksin diye daga mi cikmamiz lazim anlamadim ki	negative
405	00.00'da mesaj atacam salak ne kadar sevinecek.  -Turkcell	negative
406	Sevgilimizsin sanki ya	negative
407	#Turkcell sen varya adamsın lan adamın dibisin,ayrıca müşteri hizmetlerindeki o sesede belki aşık olmuş olabilirm jfhjgdhkg :D	positive
408	emme benimki Turkcell olanlar düşünsün:)))	positive
409	kontör yüklediğim anda bitiyo sikicem ha napıyo bu turkcell	negative
410	diğer hatların çekmediği yerde çeken her hattın çektiği yerde çekmeyen hatsın sen  #Turkcell ...	negative
411	Çok pisliksin türksel -.-	negative
412	Koca  iPhone 4S fiyatlarını bir türlü belirleyemedi. Şimdi müşteri temsilcisiyle konuştum bizden az biliyor. Ön kayıtı niye yaptık!	negative
413	"Ne zaman ki turkcell canımlı cicimli panolara ""GÖZÜM"" kodu, o zamandan beri turkcellde gözüm kaldı, olasım geldi, oldum, şimdi herkes gözüm!"	positive
414	o değil de Turkcell'cim sana teşekkür ediyorum bu tvitimde.8binküsür dk varmış benim sadece trkcll ile konuşabileceğim.niye her yöne değil!	negative
415	eğer gelmemişse bile, ben trcell superonline'ı kesinlikle öneririm.. re:	positive
416	Biri şu turkcell reklamını yayından kaldırsın	negative
417	o değilde ben turkcell reklamında zamanın selocanlarındandım yani ona göre	positive
418	Bu turkcell in kamil koç ile yaptığı kampanya anlaşmasından anlayan beri gelsin..Kampanyalı biletin nasıl alınacağı bilgisini ben bulamadım!	negative
419	1500 dklik konusma paketini 5 gunde bitirebiliyormusum. Turkcell nasilda salliyorr ya nasil bitebilir	negative
420	Kimse takmıyo beni yaaaaa, turkcell bana mesaj aaat :D	positive
421	bulundugum yerde turkcell cekmio ondan olmasin? :s	negative
422	allah belasını versın:))))))))))	negative
423	28.11.2011 de başlayan oturumu 01.01.2012 00:34 de kapatıp ilgili kotayı Ocak 2012 ye ekleyen superonline ı buradan alkışlarla kınıyorum.	negative
424	Numarasını AveA'dan Türksel'e taşıyan Vodafon çalışanıydım bir zamanlar..	positive
425	turkcell cekmiyo panpa	negative
426	250 mb 7 lirayken +50 mb icin 3 lira oduyoruz. Somur turkcell. Gozun doysun turkcell.	negative
427	bişey soracın; bu internet vınn'ların en hızlısı ve iyi çekeni hankısıdır (turkcell demeyin bana buz gibi soğurum sizden. adını anmiyacağım)	negative
428	Kubat turkcell reklamının sonunu halkalı şekere bağlıyacak diye öylesine korkuyorum ki.	negative
429	turkcell sasmis lan 30 tlye internet paketi mi olur	negative
430	acaba turkcell kullanmayı bırakan 819.000 kişi bu şikecıler mı? :))	negative
431	Kamil Koç bi kampanya yapmış aç Turkcell ile beraber tam bir saçmalık.vay efenim yüzde 10 koltukta geçerli,yolkartsız kullanılamıyo bu ne ya	negative
432	Laaaaaan golü yedik mobil tv de gitti!!! Ebeni turkcell ebeni ligtv!!!	negative
433	turkcell bu ya ne yaptıgı bellı olmaz	negative
434	Ablacım yorumlarıı esirgeme.. hayat paylasınca güzel olsa idi onlarda vicdan da olurdu..	negative
435	ile  in yaptigi seyahat kampanyasi yerinde ama Aralik ayinda uyguladiklari sistem cok yanlis.	negative
436	4 çeker 5 çeker hikayeeeeee  en az 4-5 kez cagrı merkezine telefon acmama rağmen TRABZON'da şehir merkezinde telefon cekmiyor	negative
437	Musterisine en cok alaka gosteren GSM operatoru  den cayma bedelini ode sonra istedigin operatorde surunmeye basla.	positive
438	Avea 'ya sadece buradan bi yazı yazdım anında telefonla ulastılar :)))) kıskan , çatla , patla   !!	negative
439	neredeyse kurulduğundan beri Turkcell kullandım AMA bu gece mobil modemle saatlerdir 56 k modem gibi bağlanınca seni terk zamadır	negative
440	Divane Asik Gibi Blog Turkcell Blog odullerinde son 10`a kalmis. Destek veren herkese tesekkurler...	positive
