text	category	polarity
ürün ses kalitesi olarak gayet yeterli baslar ve tizler yerinde. kutusundan taşıma kılıfı ile gelemesi artı bir özellik cepte dağilmıyor. kulak içi kulaklıklar bir süre sonra rahatsız ediyor bu biraz daha büyük olduğu için kulak içi gibi sıfır girmiyor kulağa az ve çok uzu ndinlemelerde bile ağrıya neden olmuyor. oyuzden tercih ettim ve memnunum.	electronics	positive
filmi yakınlarda izleme fırsatı buldum, yönetmen ve oyunculara söylenecek söz zaten yok, senaryo da oldukça güzel fakat bir kaç sahnesi çok basit. senaryoya genel olarak bakıldığında yıllardır yapılmaya çalışan ögeleri toparlamış görünüyor, hele ki benim gibi bir uzay-bilim kurgu filmleri hayranı için çok iyi. filmin kusurlu yanları olarak insan ilişkilerindeki kopukluk, soğukluk ve bir kaç basit görsel malzeme olarak görüyorum (insanların koyulduğu metal kafesler gibi). bilim kurgu severlere bu sorunları görmezden gelip izlemelerini tavsiye ederim. burak...	dvd	positive
bu film harkulade ve mükemmel bir set. bunu izledikçe ordan oraya sürekleneceksiniz.herkesin izlemesini tavsiye ederim	dvd	positive
ürün gayet güzel gözüküyor fakat çayı sıcak tutma özelliği biraz vasat. ayrıca sıcak su haznesi kettle mantığında çalışıyor, yani sürekli sıcak tutmuyor, her çay koyduğunuzda suyu tekrar kaynatmanız gerekiyor. almışken biraz daha para verip daha iyi bir ürün almanızı tavsiye ederim.	kitchen	negative
bu serinin bütün dvd lerini aldım.ilk bölümden itibaren heyecanla seyrediyorum.ama artık bölümler aynı olmaya,tuzaklar birbirine benzemeye başladı.ilk bölümdeki heyecanı artık hissedemiyorsunuz.	dvd	negative
kitap ,sürükleyici.konu değişik ama sonunda okumasam da olur diyorsunuz.okumazsanız bir şey kaybetmiş sayılmazsınız.okursanız da bir şey kazanmazsınız.arkadaşınızda varsa okuyun yoksa boşuna para vermeyin derim..	books	negative
romantik bir film izler gibi bir solukda okudum hatta bitmesin istedim. çok hoş bir macera ve aşk üzerine yazılmış duygusal aynı zamanda güldüren komik bir kitap. bu tarz kitapları sevenlere tavsiye ederim.	books	positive
kitabı bir arkadaşın masasında gördüm. sayfalarını karıştırayım diye elime aldım. 25 sayfa okumuşum. 2 gün sonra tekrar elime aldım 95 nci sayfaya kadar bırakamadım. arkadaşımdan isteyemedim çünkü kendisi okuyordu. bende merak ettiğim için hemen sipariş verdim.orhan pamuk ve ayşe kulin den sonra gördüğüm en iyi akıcılık.tavsiye ederim.	books	positive
evet arkadaşlar ürün geldi. telefonum 5800 desem çoğu kişiye hitap etmiş olurum sanırım. 5800 orjinal kulaklığından bi farkını göremedim belki burn-in olunca ses kalitesi değişir. 5800 kullanan arkadaşlara orjinal kulaklığı öneriyorum ama sadece fiyat açısından yani kalite olarak bi farkları yok. çok korkarak almıştım bu ürünü fakat sakın korkmayın. alacak arkadaşlar rahatlıkla alabilir. bassa tize hiç girmedim fark ettiyseniz çünkü gerçekten yerindeler. kaçırmayın hayırlı günler.	electronics	positive
bu urunu tek basıma kullanıyorum alacaklara uyarım. alt tarafa yan yana iki tencere koyamazsınız birde donduru bölumunde buyuk buzdolapları gibi et balık vs saklayamıyorsunuz sadece su koyabilirsiniz o donuyor. sogutması guzel içicekleri süt ayran bira vs cok guzel sogutuyor. belirttigim gibi biraz kucuk olması dısında bu fiyata fena degil. iyi alışverişler.	kitchen	negative
ürünü alalı yaklaşık iki ay oluyor.oldukça memnunum.fiyatı da gayet uygun.radyosu da olsaymış tadından yenmezmiş.herkese tavsiye ederim.kullanımı biraz daha kolay olabilirdi ama.	electronics	negative
bu filmin ilk iki veriyonunu setretmeyenler pek bir şey beklemesin. anlamakta zorlanabilirler. eğer seyretti iseniz oldukça keyifili bir film diyebilirim.	dvd	negative
yaklaşık 1 ay oldu bu fiyata çok iyi ayrıca hızlı teslimat hepsi burada kalitesi, teşekkürler.. bu fiyata bulmak gerçekten çok zor.	kitchen	negative
dört beş tane ucuz ütü bozduktan sonra bu ütüyü almaya karar verdik iki kere kullandım şimdilik güzel inşallah buda bozulmaz..	electronics	negative
bu çamaşır makinasını alalı bir seneyi geçti.ve çok memnunum çok paralar vererek çamaşır makinası almaya gerek yok bence kalabalık değilseniz ufak bir aile için ideal. herkeze tavsiye ederim.	kitchen	negative
hayatımda gördüğüm en kötü kurgulanmış ve çekimleride bir o kadar başarısız bir film.iyi bir yönetmenle çok çok daha iyi bir kurguya sahip olabilirdi.	dvd	negative
urun suan elime ulasti ses kalitesi mukemmel mikrofon karsi tarafa net bi sekilde gidiyor. alicak olanlar hic dusunmeden alsinlar bu fiyata hic bi yerde bulamassiniz . .	electronics	positive
ürün süper geldiği gün biraz kullandim ama bu fiyattan alip satinca iyi kar sağlaniyor yani değerinden çok düşük gfiyata aliyorsun...özellik bakimindanda çok süper...	electronics	negative
öncelikle herzamanki gibi ürünü sipariş ettikten sonraki 3. gün elime ulaştırdığı için hepsiburada ailesine teşekkür ediyorum. kitap ile ilgili olarak beklentimi karşılamadığını açıkça söyleyebilirim. bizim kültürümüzden uzak bir kurgusu var bu nedenle kendimi kitabın içinde bulamadım. ayrıca bir bayan üzerine kurulu olduğu için erkek okuyucuların da dikkatini çekmeyecektir diye düşünüyorum. son olarak hikayenin seçimler sonunda çok çabuk bittiğini de söylemeden geçemeyeceğim.	books	negative
fiyat ucuz ama üründe pek iyi sayılmaz. düzgün bir makina almak daha mantıklı, bana kalırsa 6 kg. çamaşır makinası hiçbir evin ihtiyacını görmez. sadece üniversite öğrencileri evine alır bunu.	kitchen	negative
kitaba ilk başladığımda galiba iyi değil demiştim ama mültecilerin yaşadığı duygu ve düşünceleri çok iyi anlatmış. serenad kadar etkili değil tabi.	books	negative
çok ağır işleyen bir film olmasına rağmen sonuna kadar izledim.ancak sonunu izleyemedim çünkü cd bozuldu.oyununu oynamadım kitabını da okumadım ama bence film bahsedildiği gibi değil... izlenilse de olur izlenilmese de...	dvd	negative
naziler, gizli tarikatlar ve maceradan hoşlananlar için mükemmel bir kitap. kitabın tek olumsuz yönü ermeni kahramanın soykırımı kötüleyen düşüncelerinin var olması ve bunu okumakz zorunda olmanız.	books	negative
klasik tarzda bir vampir filmi değildi. daha çok aşk filmi tadındaydı. tamam vampir filmleri de duygusal olabilir ama aksiyon, gerilim ve heyecandan yoksun ve bir o kadar da sıkıcı geldi bana. iki saatlik filmde vampirlere dair (birkaçı hariç) hiçbir özellik göremedim. umarım ikincisi daha iyi olur...	dvd	negative
müthiş bir ürün ses kalitesi süper az önce elime ulaşdı bir piliphs bayiyle iletişime geçerseniz ürün 2 yıl garantili sesi az değil insan kulağı için yeterli. kulağı tamamıyla kavrıyor kulaklık bölmeleri geniş çok hoş ve kullanışlı. ses ayarı için bir aparatı olabilirdi ama yinede güzel.	electronics	positive
bütün dvd leri 2 günde izledim (uykusuzluk pahasına!!) bu dizi insanı koltuğa çiviletiyor... 5.1 sesler çok ürpertici.	dvd	positive
fiyat olarak uygun bir ürün he markasının philips olması da ürünün kalitesini öne çıkarıyor ben almanızı tavsiye görünüm olarak da benim çok hoşuma gitti ...	electronics	negative
bende aldım bugün denedim.ilk olarak verdiğiniz parayı karşılayacak bir ürün gibi.ilk kullanımdan önce ızgaraları hafif detarjanlı bezle silip yıkayın.ürün açıldığında ızgaralar ters takılı söküp içindeki görünür kısımları nemli bezle silin. köpük parçaları varsa çıkarın.ve ilk kullanımda 3 dakka kadar ısıtın bir kez.tost yapmayın ilk defada.koku oluyor rezistanslarda ve tosta bulaşır bu koku.metal cisimlerle temizlemeyin ızgarayı çizilebilir.	kitchen	negative
fırın ve ocağın kurulumunu yaptırdık.şok şık görünümü var.kurulur kurulmaz aynı gün denedim pişirmesinden çok memnunum.ancak fırın 200 derecede çalıştığında düğmeleride çok ısınıyor.izgarayı açınca dahada sıcak oluyor.ankastre modulünü marangoza yaptırdık ve kazara olsada fırınla ocak arasında hava almasını sağlayacak açıklıkta kaldı.buna rağmen aşırı ısınma olması normal bir durummu emin değilim.servis davlumbaz kurulumuna geldiğinde bunu netleştireceğiz. ama genel olarak myalı hamur ve fırın olarak çok memnun kaldım, hem çok güzel kabartıyor,hemde kısa sürede pişiriyor. aynı markanın aspiratörünüde almıştık ondan da çok memnunuz almak isteyenler varsa ünlü markalara göre çekim gücü hem daha fazla hemde daha uygun fiyata.	kitchen	negative
filmi sadece efek ve animasyonlar açısından başarılı buldum, bunun dışında senaryo olarak klişe bir film olmuş öyleki baba, kız, damat adayı üçgeninde gelişen olayların aynısı armageddondada vardı. bilindik bir hikayeyi yeni tekniklerle süslenmiş olarak izlemeyi isterseniz önerebileceğim bir film onun dışında yeni birşey yok.	dvd	negative
güzel filmdi harika görsel efektleri var	dvd	negative
sommersin mumya serisinden sonra en başarılı filmi olarak değerlendirilebilir.set in ekstraları oldukça doyurucu gözüküyor.mutlaka arşivlerde yer almalı.	dvd	negative
kitabı aldım bende okumayı erteledim.sonra okumaya başladım tekrar bıraktım. çünkü kitap gerçekten ağır ve farklı bir lisan var sanki. allahtan hikaye sürüklüyormuşta bitirdim. tavsiyem sakın vazgeçmeyin okuyun okudukça tadı çıkıyor	books	negative
ilk olarak kitabın insanı sıkmadığının garantisini verebilirim. okudukça okuyasınız geliyor ve sonlara doğru yavaşlıyorsunuz çünkü bitmesini istemiyorsunuz. çok beğendim, mevlanaya ve onun öğretilerine ilgisi olanlara tavsiyemdir.	books	positive
mükemmel bir baş yapıt.savaş sahneleri çok ama çok iyi ölüm sahnesindeki aktörlerin başarısı mükemmel.sonu hüzünlüde olsa çok iyi bir film	dvd	positive
bence yorumları okumayın bile gidin hemen alın sizinde hoşunuza gidecek bir bölümü mutlaka vardırmükemmel ötesi bir elif şafak başyapıtı....	books	positive
bız 3 arkadas uzun bır arastırma sonucu fakır 2000 de karar kıldık.ama tam hayal kırıklıgı ılk baslarda cok sessız ve ıyı temızlıyordu.ama sonra supururkene sankı catıya ucak ınecekmıs gıbı ses cıkarıyor.ve onden temızledgını gerıye toz olarak gerı verıyor...servıse goturdum.oldu dıye gerı getırdım ama malesef....almak ısyenler ıyı dusunsun...	electronics	negative
ürün gayet güzel. ben çok beğendim. özellikle kablo kısımlarının ipli olması ayrı bir güzel. inşallah uzun süre kullanabilirim. ayrıca fiyatıda çok uygun.	electronics	positive
daha önce mevlana ve şems-i tebrizi hakkında hiç bu kadar güzel ve akıcı bir kitap okumamıştım, defalarca okudum, her seferinde farklı bir tat aldım, özellikle şems-i tebriziye hayran kaldım, kesinlikle okunması gereken bir kitap olduğunu düşünüyorum. özellikle günümüzdeki din kavramının ve allah sevgisinin ne kadar farklı yönlere kaydırıldığını gördükten sonra kitapta anlatılanlar, iki dervişin birbirlerine ve allaha karşı olan aşkları bana daha anlamlı ve samimi geldi.	books	positive
mevlana ve şems-i tebrizi tanımak açısından faydalı bir kitap. çok şey katacağına inanıyorum. kitap akıcı ve sürükleyici. okunmasını tavsiye ederim.	books	negative
sesleri çok iyi ayırt edebilyorsun... mesela ben cs 1.6 oynuyorum adamlarım ayak seslerını çok net anlıyorum  sag  veya soldan geldiklerini çok kolay anlıyorum	electronics	positive
ürünü dün aldım. hem bass hemde tizleri çok kuvvetli. kulağa tam oturuyor. yumuşak plastikleri kulağın dışardan hava almamasını sağlıyor. bu fiyata çok iyi performans.	electronics	positive
oldukça kullanışlı ve dik saklanabilmesi sayesinde fazla yer kaplamıyor. 3-4 adet tostu aynı anda yapabilmeniz mümkün. ancak, termostat düğmesi oldukça basit ve üzerindeki değerler tam yerine oturmuyor. plastik kalitesi fazla değil. genel olarak, fiyatına göre oldukça başarılı ve kullanışlı. ekonomik bir makina almak isteyenlere tavsiye ederim.	kitchen	negative
ürün çok güzel ve pratik, ben tek siparişte 2 adet aldım birinin rende aparatının tek ayağı kırık olduğu için değişim amaçlı olarak geri gönderdim. fakat sayın yetkililer faturası bende olan ürünü kendi kafalarına göre iade almışlar. kendi kafalarına göre iade aldıkları yetmiyormuş gibi hediye çeki kullanarak ödediğim miktarı iade etmemişler. defalarca siteden mesaj gönderip, telefonla arayıp zorla hediye çekimi iade alabilidim. ama hala kafama takılan bir soru faturanın asıl nüshaları bendeyken ürünü yasal olarak iade alabilirlermi?	kitchen	negative
bu markayı daha önce duymamıştım. tesadüfen bu sitede gördüm. ürünle ilgili yorumlarda gayet olumlu olduğu için ürünleri bu siteden aldım. çok şık ve kaliteli ürünler en güzel yanı da fiyatlarının çok uygun olması. tanınmış markalara çok daha fazlasını ödemeyin derim.	kitchen	positive
"tüm seriyi aldım ve ilk üç kitabı bitirdim. öncelikle, alacakaranlık serisinden sonra, bu seri biraz çocuk kitabı gibi geldi. ihanet ve seçilmiş ilk kitaptan daha iyi. neyse; bence bu seri 25 yaş üstü için biraz basit kalıyor. bazı bölümler heyecanlı ve sürükleyici ama genel olarak bu seri için ""teenage"" kitapları diyebilirim. tür olarak sevmesem okumaya devam etmeyebilirdim."	books	negative
öncelikle çok sık olmamak üzere telefonda donma ve kilitlenme yaşanıyor, bu da ancak sim kartı çıkarıp takınca telefon yeniden başlatılınca gideriliyor. ikincisi işletim sistemi symbian olması başlı başına bir sorun bu sorun da telefonun bir çok özelliğinin yavaş çalışmasına neden oluyor. bu paraya alınabilecek daha güzel telefonların olduğunu unutmayın.	electronics	negative
kitabı satın aldım hepsi burada aracılığıyla ve okumaya doyamadım süper bi kitap...elif şafak yine kalemini ortaya koymuş hayranlıkla okudum ve bir solukta bitirdim.tavsiye ederim	books	positive
serinin en kötü filmi. kitap ile uzaktan yakından alakası yok. serinin en önemli kitabının, bu şeklide filme aktarılması acınası bi durum. kitabın hayranı olunca mecburen iki diskli dvd yi aldım ama dvd lerin üzerindeki yazı rusça!! çok önemli değil ama yinede rahatsız edici.	dvd	negative
11 kadar olmasada güzel bi devam filmi.zeta jonesla güçlenen oyuncu kadrosuna kimsenin bişey diyeceği yoktur heralde.ilk filmdeki soygun hazırlıkları ve ayrıntılı geri dönüşler bunda yok.bu eksikliğini daha fazla komedi unsuru koyarak gidermeye çalışmışlar.fenada olmamış aslında.ilk seyredişte biraz karışık gelebilir ama tekrar tekrar seyredince daha anlaşılır bulucaksınız.	dvd	negative
bence bu kadar tutacağını tahmin etmedikleri için çok önemsememişler filmi inşallah devamı daha iyi gelir... birde sanki bütünlükten biraz uzak konudan konuya atlıyor gibiydi... yinede izlemeye değer.	dvd	negative
kısa ve öz olarak bahsetmek gerekirse bu fiyata daha iyisini bulamazsınız... kargo gayet hızlıydı, sipariş verdikten 1 gün sonra elime ulaştı.	electronics	positive
