Country	Domain	ID	Polarity	Product	Rating	Software	Text
Eygpet	Political	93	Positive				كل الشعب اليمني باطيافه ومكوانته مع الرئيس عبدربه منصور لقيادة اليمن والخروج فيه الى بر الامان وتأسيس منظومة الحكم الرشيد في الوطن ،، وعليكم يا سيادة الرئيس الضرب بيد من حديد على الخوارج وكل من اراد زعزعة امن واستقرار الوطن بقوه وحزم ولا تأخذك في الحق لومة لائم ونحسبك والله حسيبك ،، وفقكم الله لكل خير والمجد والشموخ والرفعه ليمـن السعيـد
Kuwait	restaurants	5049	Positive	مطعم عبد الوهاب			  مطعم راقي ومميز يتميز باجوائه الرمضانية وغبقاته وماكولاته اللذيذة ....... ذهبت اليه وشعرت بالجو العائلي والروحانية ....... احببت مأكولاته المقدمة بمذاق لبناني
Eygpet	Political	332	Positive				كويس
Saudi Arabia	restaurants	3507	Positive	لنوتر			  قبل سنة واحدة لونتر من ارقى الاماكن ويقدم منتجاته بطريقة ممتازة ورائعه وخدمة ولااجمل وجلسات مريحة وديكورات راقيه يليقى بمستوى المكان ويستهدف شريحة معينة تحياتي
	Software	157	Positive		5.0	WhatsApp Messenger	حلو كتير بس لو فيه لغة كردية. نرجوا منهم اضافة الغة الكردية
Saudi Arabia	restaurants	3086	Positive	ذا نودل هاوس			  قبل 3 شهور احب الهدوء الى عندهم شي ما ينوصف ابد تصميم المطعم رايق لدرجة ابد تحس نفسك لوحدك خالس بالمطعم القائمة عندهم كلها الاكل الاسيوي بس للاسف طعم الاكل ابد مهب طعم البهارات حقتهم لاها طعم حار زيادة ما تقدر تاكل من الاكل شي المقبلات عندهم مهب طعمة الخدمة بعد يتاخرون على زبون ما يجبون الطلب بسرعة الاسعار عندهم عادية ما عندهم شي غالي الاسعار مثل المطاعم الثانية تتراوح بين 200-300 ريال لشخصين جربوهم
Eygpet	Political	268	Positive				مبروك لجميع الثائرين الاحرار برافو هادي هذا مانريدة
Saudi Arabia	restaurants	3138	Positive	ست الشام			  قبل سنة واحدة من افضل المحلات التى تقدم الاكلات الشامية والسلاطات والمشاوي عندهم لها نكها لذيذة جدا والاسعار من جد رائعة والله والديكورات من اروع ما شفت تحس نفسك بي البيت الدمشقي القديم والجو الهادئ الرائع وخدمة الزبائن على اعلى مستوى انصحكم فيه راح تحبونة
Jordan	shopping	143	Positive	حياة مول			قريب من دوار صويلح باتجاه الجامعة الاردنية، يحتوي على العديد من المنتجات مع العروض المميزة بالاضافة الى وجود محمص، مخبز، خضار طازجه، وعروض اللحوم المميزة، مول جديد نظيف
Jordan	restaurants	5537	Negative	تشيلي هاوس			اكل مو زاكي ابدا يمكن البطاطا عندهم زاكيه بس لما تكون ويدجز بتكون مو مستوية اصلا دايما المحل فاضي و لما يضيفو قهوة بضيفوها بارده ما حبيتو ابد يني ما يتقارن فبئي محلات الوجبات السريعه بكون الأقل مستوا مع انو اكله كأفكار غير عن الباقي بس عند التطبيق لأ مو زاكي ابدا
Kuwait	Bakeries and Goodies	4088	Positive	مركز النعيم للتمور			  تموره ممتازه ذات حودة عالية فيه جميع انواع التمور الاصيلة التي تستحبب في رمضان و اسعاره مناسبة تماما
Saudi Arabia	restaurants	2702	Positive	الطازج			  قبل سنة واحدة المطعم يعتبر إضافة هامه للمطاعم السياحية في صنعاء والأقبال عليه غير طبيعي وبحكم قربه الشديد من مكان عملي لاحظت الأقبال الكبير عليه وعندما زرته في أول يوم الأفتتاح كان الأقبال رهيييييب والمطعم نظيف وخدماته ممتازة ونفس الطعم والنكهه الموجودة في مطاعم الطازج بمكة لأن المواد الأولية للطبخات يتم إرسالها يوميا من السعوديه الى اليمن بواسطة القاطرات (دجاج الفروج وخلافه) والأسعار نوعا ما مرتفعه زي ماذكر الأخوه وأتمنى يحافظ على مستواه ... وهناك مطعم اخر أفتتح في صنعاء وهو مطعم الملكي وهو يقع في ميدان التحرير في الطابق التاسع ويمكنك مشاهدة الكثير من مدينة صنعاء القديمه من هناك ولابد من زيارته وكتابة تقرير مفصل عنه وعن مطعم الطازج دمتم بخير
Jordan	Cafes	1198	Negative	مطعم وكوفي شوب دار الخير			انا تجربتي مع هالمطعم جدا سيئة كنت قاعدة مع مجموعة صاحبات اللي انسرق تلفون وحدة وادايقت وروحت قعدت محلها انسرق موبايلي بعد ماراجعنا الكمرات بينت كل الطاولة الا الجهه اللي قعدنا عليها مو مبينة ولما حكينالهم يفتشو الشغيلة ماقبلو قالو مستحيل همه حسبي الله ونعم الوكيل الخلاصة ديرو بالكم ماتحطو شي على الطاولة حتى لو قدام عيونكم لانو انسرق واحنا قاعدين
Saudi Arabia	restaurants	3519	Positive	لوسين			(جيد جداً) قبل سنة واحدة الله على الاكل الارمني عندهم انا كنت اسمع عن الارمن لاكن ماصدقت ان لهم اكلات حلوه كذا لين جربت لوسين طعم روعه اجواء خطيرة وهادية مرة تاكل وتستمتع بريحة المطعم الى كلها نظافه ماتحس فيه ريحة اكل ابدا والخدمه رائعه انا عن نفسي بكرر الزيارة اكيد والاسعار غاليه اشوى يومها العشى كلف 570 ريال
Egypt	restaurants	5182	Negative	بوتشيلى			بوتشيلى,, مكان إلتقاء رواد دار الاوبرا المصرية. مش بس مكان إلتقاء رواد دار الاوبرا دا كمان, مطعمهم شبه الوحيد, بالرغم من أكله السيىء أسعاره مبالغ فيها, يعنى ساندويتش بانيه ب28 جنيه لما ينزلك مع الاوردر تدرك إنه لا يستحق غير 8-10 جنيه!! المكان فيه كراسى برة الكافيه والقاعدة هناك لطيفة, عشان كدة الناس بتقعد فيه!! مش بأفهم سر أكله السيىء ده وازاى مبيغيرش الشيفات مثلا!, وازاى بيعتمد إنه فى مكان مفيش غيره بيقدم أكل فالناس هتاكل مضطرة !! بوتشيلى اسوء أكل وبأسعار غالية!!
Jordan	restaurants	5542	Negative	تشيلي هاوس			والله اليوم أكلت منه و ما عجبني زي دايما ما كان طازه
	Software	248	Negative		1.0	Snapchat	التحديثاات مرا خربت السناب حتى صار يعلق مرا مو مظبوط اتمنى تعالجو هالمشكله..😣
Saudi Arabia	restaurants	3369	Positive	فرايديز			  قبل سنة واحدة مطععم فخم بمعنى الكلمة يقدم انواع من الاسماك واللحوم والدجاج بطريقة حلوة طعم الاكل عنده مش طبيعي كتير زاكي وخصوصاالصوص وطريقة تقديم الاكل رائعة واكيد الحلو عندهم واااااااااااااو .....بالنسبة للمكان من داخل المطعم غير شكل عاملين ديكورات بتلفت الانتباه ولباس الموظفين حلو ومميز خدمتهم سريعة بس لما تكون ازمة بدك تستنى شوي والافضل انك تحجز اسعاره فوق المتوسط بشوي بس صراحة بستاهل كتير ونظيف كتير وفي مكان للعب الاطفال حلو ويوجد مكان للعائلات وللعزاب واماكن الاصطفاف متوفرة جربت فرعهم اللي في دبي مميز جدا جدا وانا بعرف فرعين في الرياض واحد بالعليا والتاني اللي جربته مخرج 10 تقاطع شارع خالد بن الوليد مع طريق الملك عبدالله بيكون على اليمين مبين وواضح بنصحكم تزوروه وتجربوه
